x,y,z,distance_to_wall_mm
0.19011998176574707,-1.915259838104248,-1.1300899982452393,0.012135529745407084
0.19011998176574707,-2.415259838104248,-0.6300899982452393,0.2655999265362962
0.19011998176574707,-2.415259838104248,-0.13008999824523926,0.2952266685592414
0.19011998176574707,-2.415259838104248,0.36991000175476074,0.30497720405020257
0.19011998176574707,-2.415259838104248,0.8699100017547607,0.285670196816665
0.19011998176574707,-2.415259838104248,1.3699100017547607,0.2507263541866646
0.19011998176574707,-2.415259838104248,1.8699100017547607,0.23041937327304468
0.19011998176574707,-2.415259838104248,2.3699100017547607,0.23276944873916292
0.19011998176574707,-2.415259838104248,2.8699100017547607,0.21879036541970961
0.19011998176574707,-2.415259838104248,3.3699100017547607,0.15473157896741627
0.19011998176574707,-2.415259838104248,3.8699100017547607,0.07914918732051952
0.19011998176574707,-2.415259838104248,4.369910001754761,0.035665051157531893
0.19011998176574707,-2.415259838104248,4.869910001754761,0.015751728517299994
0.19011998176574707,-2.415259838104248,5.369910001754761,0.02979591508260785
0.19011998176574707,-2.415259838104248,5.869910001754761,0.10699347536306127
0.19011998176574707,-2.415259838104248,6.369910001754761,0.24486485814821693
0.19011998176574707,-2.415259838104248,6.869910001754761,0.3399752882547832
1.190119981765747,0.584740161895752,6.869910001754761,0.5478986735880252
0.19011998176574707,-2.415259838104248,7.369910001754761,0.3868585626656535
1.190119981765747,0.584740161895752,7.369910001754761,0.5074071437242297
0.19011998176574707,-2.415259838104248,7.869910001754761,0.39318497739176034
1.690119981765747,0.584740161895752,7.869910001754761,0.4699773112907478
0.19011998176574707,-1.915259838104248,8.36991000175476,0.030021005564940178
1.190119981765747,0.584740161895752,8.36991000175476,0.4333034809205501
0.19011998176574707,-1.915259838104248,8.86991000175476,0.06881776685755307
1.190119981765747,0.584740161895752,8.86991000175476,0.591458167466147
0.19011998176574707,-1.915259838104248,9.36991000175476,0.06824940948898194
1.190119981765747,0.584740161895752,9.36991000175476,0.7427076797942406
0.19011998176574707,-1.415259838104248,9.86991000175476,0.004889680708687167
0.6901199817657471,0.584740161895752,9.86991000175476,0.41311026957591107
0.19011998176574707,-0.915259838104248,10.36991000175476,0.08230809749363255
0.19011998176574707,-0.41525983810424805,10.36991000175476,0.3583669200308187
0.6901199817657471,0.08474016189575195,10.36991000175476,0.40200917806717573
0.6901199817657471,0.08474016189575195,10.86991000175476,0.1635897546725492
1.190119981765747,0.584740161895752,11.36991000175476,0.11739316716729131
0.6901199817657471,0.08474016189575195,11.86991000175476,0.09520828397975811
1.690119981765747,0.584740161895752,11.86991000175476,0.27764025551998667
0.6901199817657471,0.08474016189575195,12.36991000175476,0.008010310966914293
2.190119981765747,0.584740161895752,12.36991000175476,0.19702867339225102
0.19011998176574707,0.08474016189575195,12.86991000175476,0.1662960359845009
2.690119981765747,0.584740161895752,12.86991000175476,0.05190256366317782
5.690119981765747,-0.915259838104248,13.36991000175476,0.009721771941603983
6.190119981765747,-0.915259838104248,13.36991000175476,0.10526043979711848
4.190119981765747,-0.41525983810424805,13.36991000175476,0.0590059977420039
0.19011998176574707,0.08474016189575195,13.36991000175476,0.23119050926223186
3.190119981765747,0.08474016189575195,13.36991000175476,0.10331196203274445
3.690119981765747,0.08474016189575195,13.36991000175476,0.08575885210623549
-1.809880018234253,-0.41525983810424805,13.86991000175476,0.031480000038216105
-1.309880018234253,-0.41525983810424805,13.86991000175476,0.10203727807871384
4.690119981765747,-0.41525983810424805,13.86991000175476,0.04420721153791274
5.190119981765747,-0.41525983810424805,13.86991000175476,0.005103082553975755
-3.309880018234253,0.08474016189575195,13.86991000175476,0.007405877676746392
-2.809880018234253,0.08474016189575195,13.86991000175476,0.018858066395607716
0.19011998176574707,0.08474016189575195,13.86991000175476,0.19919533412094348
0.19011998176574707,0.08474016189575195,14.36991000175476,0.22470988864185854
2.690119981765747,1.084740161895752,14.36991000175476,0.03630304147336865
